"site_year","Year","SiteID.x","State","County","Town","Zone","Crop","Date","cdd","cp","cdd2","cp2","Lat","Long","WDn","WLDn","TotDn","WSg","WLSg","Totsg","WRp","WlRp","TotRp","Wsa","Wlsa","TotSa","WMd","WlMd","TotMd","WRm","WlRm","TotRm","WMfc","MlMfc","TotMfc","Wse","WlSe","TotSe","WAm","WlAm","TotAm","Wri","WlRi","TotRi","TotAph.N","Nymph","TotAph","OThers","X","ringfinal","SiteID.y","Spring Wheat","Grass/Pasture/Non-Agricultural","Winter Wheat","Barley","Dry Beans","Peas","Lentils","Developed/Open Space","Shrubland","Grassland Herbaceous","Fallow/Idle Cropland","Developed/Low Intensity","Oats","Herbaceous Wetlands","Sod/Grass Seed","Deciduous Forest","Alfalfa","Pasture/Hay","Other Hay/Non Alfalfa","Developed/Med Intensity","Apples","Evergreen Forest","Developed/High Intensity","Triticale","Canola","Sweet Corn","Potatoes","Asparagus","Corn","Sugarbeets","Onions","Woody Wetlands","Grapes","Carrots","Cherries","Herbs","Flaxseed","Other Crops","Barren","Open Water","Sunflower","Rape Seed","Grassland/Pasture","Camelina","Pumpkins","Safflower","Mustard","Mixed Forest","Clover/Wildflowers","Other Tree Crops","Blueberries","Plums","Rye","Mint"
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,11,3000,"2011_3",0.255857715188556,0.00154285088838274,0.465283679631516,NA,NA,NA,NA,0.00750918242974637,0.00402363306480745,NA,0.265782938796991,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,12,2500,"2011_3",0.23121290782373,0.0109002139937942,0.452804323152837,NA,NA,NA,NA,0.0148971014227664,0.0142069223839566,NA,0.275978531222916,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,13,2000,"2011_3",0.388300353548079,0.00555939727679909,0.297110742954381,NA,NA,NA,NA,0.0320136769204119,0.00615015277674553,NA,0.264720542518109,NA,NA,0.00614513400547364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,14,1500,"2011_3",0.769887130198332,0.0122519262970613,0.0663411964099491,NA,NA,NA,NA,0.014988980281115,0,NA,0.136523736088536,NA,NA,0.00000703072500744177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,15,1000,"2011_3",0.9163629125761,0,0.0820727367123443,NA,NA,NA,NA,0,0,NA,0.00156435071155608,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_3",2011,3,"Washington","Adams","Ritzville",6,"WW","6/17/11",NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,16,500,"2011_3",0.990664418806446,0,0.00933558119355428,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,17,4000,"2011_7",0.0106274466726794,0.419851997500768,0.50835229089847,NA,NA,NA,NA,0.0124935991325061,0.0457955359001927,0,0.00287912989538393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,18,3500,"2011_7",0.0153982931560832,0.449799435680791,0.484674696901684,NA,NA,NA,NA,0.0180477897651751,0.0319295196608854,0,0.000150264835381296,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,19,3000,"2011_7",0.0321133009848497,0.454623436421083,0.473627027623506,NA,NA,NA,NA,0.0130871947657877,0.0265490402047739,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,20,2500,"2011_7",0.0217595769683434,0.477392919585126,0.486810152427087,NA,NA,NA,NA,0.00360513270957932,0.010432218309864,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,21,2000,"2011_7",0.0249706670753215,0.463345856190165,0.478844836568917,NA,NA,NA,NA,0.0141584522515398,0.0175869291965539,0.00109325871750311,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,22,1500,"2011_7",0.0193942848763281,0.42586751404383,0.472017646691589,NA,NA,NA,NA,0.0172318734794617,0.0584044480731097,0.00708423283568136,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,23,1000,"2011_7",0.0395330898143916,0.393494650865321,0.459937159185678,NA,NA,NA,NA,0.0575393864047394,0.0351108671285246,0,0,0.0143848466013454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_7",2011,7,"Washington","Walla Walla","Prescott",6,"WW","6/22/11",520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,24,500,"2011_7",0.0435309060753331,0.331412584836758,0.454384575447823,NA,NA,NA,NA,0,0.170671933640086,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,25,4000,"2011_9",0.278976954281107,0.0307564586898793,0.39772368588474,0.00428858518241329,0.196812607564601,0.00460098352579619,0.0716094750054335,0.00942997312111393,0,NA,0.0028417073715201,NA,NA,NA,0.002959569373396,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,26,3500,"2011_9",0.305121200761918,0.0125821207550256,0.388624320165973,0.00330978881241966,0.219643499224914,0.0171710049847628,0.0338680505046501,0.0167797877181705,0,NA,0.000131810042508073,NA,NA,NA,0,0,0.00276841702965904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,27,3000,"2011_9",0.361511581771114,0.0328022560652133,0.321369211662216,0,0.227265513664262,0.0000579451411874104,0.0307523571543669,0.0256012132630243,0,NA,0,NA,NA,NA,0,0,0.000639921278616081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,28,2500,"2011_9",0.382891476804963,0.0293026046324904,0.272338231003426,0.00290053375000335,0.24957920784319,0,0.0274647121530341,0.0334228762535167,0,NA,0.00210035755937598,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,29,2000,"2011_9",0.363092195330624,0.034115218795501,0.248959197614712,0.0134785640446508,0.22601865442067,0,0.0400772900880177,0.0622210173356623,0,NA,0.00345044394818304,NA,NA,NA,0,0.00858741842197945,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,30,1500,"2011_9",0.298760994567002,0.0495497412716306,0.18175594341672,0.0289534581406771,0.284628408570023,0,0.131212504202722,0.00946651521163169,0.00855255537145305,NA,0,NA,NA,NA,0,0.007119879248141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,31,1000,"2011_9",0.354539088560464,0.0143903453769957,0.208970988114941,0.0377230353910933,0.164097190456422,0.0287806907525227,0.180190444006149,0,0.000111321548759655,NA,0,NA,NA,NA,0,0.0111968957926515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_9",2011,9,"Washington","Whitman","Pullman",2,"WW","7/14/11",406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,32,500,"2011_9",0.372303239706921,0,0.322149107290269,0.00967040563206362,0.121446490179981,0,0.174430757190765,0,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_10",2011,10,"Oregon","Umatilla","Adams",5,"WW","6/22/11",358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,33,4000,"2011_10",0.0106401777084323,NA,0.52444790594533,0.00209322680703393,NA,0.207789520536441,NA,0.0291655127660104,0.0186042320605918,0.011798509839277,0.113149013121884,0.00893466798164708,NA,0.0048472533087912,0,NA,0.040214753302544,0.0169096142405026,0.00861489832571722,0.00279071405579731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_10",2011,10,"Oregon","Umatilla","Adams",5,"WW","6/22/11",358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,34,3500,"2011_10",0.00428726150174216,NA,0.48364197691644,0,NA,0.112375867587699,NA,0.0400993944907691,0.0354741312981181,0.0233313041805457,0.177795305199283,0,NA,0,0.00330862010196166,NA,0.0534333614906094,0.0626986823642085,0.00330862010171897,0.000208308862360879,0.0000371659045436643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_10",2011,10,"Oregon","Umatilla","Adams",5,"WW","6/22/11",358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,35,3000,"2011_10",0.0108020551273181,NA,0.597446746362982,0,NA,0.0394890393740758,NA,0.0593523721743934,0.0745647441199237,0.0391479665862651,0.0476147865582579,0,NA,0,0,NA,0.019359661008358,0.104444765515653,0,0,0.0077778631727724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011_10",2011,10,"Oregon","Umatilla","Adams",5,"WW","6/22/11",358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,36,2500,"2011_10",0.0000434259128627871,NA,0.942835679004318,0,NA,0,NA,0.0283673589893882,0.00332278093583452,0.00467016009324561,0.00501294887737438,0.0143437224402295,NA,0,0,NA,0.000588671024040087,0.000815252722706455,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
