"site_year","Year.x","SiteID.x","State","County","Town","Zone","Crop","Date","cdd","cp","cdd2","cp2","Lat","Long","WDn","WLDn","TotDn","WSg","WLSg","Totsg","WRp","WlRp","TotRp","Wsa","Wlsa","TotSa","WMd","WlMd","TotMd","WRm","WlRm","TotRm","WMfc","MlMfc","TotMfc","Wse","WlSe","TotSe","WAm","WlAm","TotAm","Wri","WlRi","TotRi","TotAph.N","Nymph","TotAph","OThers","ring","Year.y","SiteID.y","variable","value"
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Peas",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Barley",0.033570169
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Barley",0.039214904
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Barley",0.048521761
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Barley",0.06290061
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Barley",0.078127296
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Barley",0.095441651
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Barley",0.076672145
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Barley",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Spring.Wheat",0.31643486
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Spring.Wheat",0.311518581
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Spring.Wheat",0.296712063
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Spring.Wheat",0.28183948
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Spring.Wheat",0.304016288
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Spring.Wheat",0.341638837
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Spring.Wheat",0.430381088
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Spring.Wheat",0.697221178
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Pasture.Grass",0.037774238
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Pasture.Grass",0.040150655
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Pasture.Grass",0.043113579
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Pasture.Grass",0.0477804
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Pasture.Grass",0.037872726
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Pasture.Grass",0.028553643
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Pasture.Grass",0.053139337
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Pasture.Grass",0.070954758
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Developed.Open.Space",0.020741995
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Developed.Open.Space",0.024837814
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Developed.Open.Space",0.031908536
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Developed.Open.Space",0.030253089
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Developed.Open.Space",0.028938061
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Developed.Open.Space",0.01924954
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Developed.Open.Space",0.041058132
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Developed.Open.Space",0.041311552
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Evergreen.Forests",0.001073125
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Evergreen.Forests",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Dry.Beans",0.118664077
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Dry.Beans",0.110662822
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Dry.Beans",0.099138883
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Dry.Beans",0.063674407
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Dry.Beans",0.024942092
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Dry.Beans",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Dry.Beans",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Dry.Beans",0
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Fallow.Idle.Cropland",0.036733682
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Fallow.Idle.Cropland",0.041674492
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Fallow.Idle.Cropland",0.043822963
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Fallow.Idle.Cropland",0.045034693
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Fallow.Idle.Cropland",0.037891519
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Fallow.Idle.Cropland",0.037811056
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1000,2011,1,"Fallow.Idle.Cropland",0.045026968
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,500,2011,1,"Fallow.Idle.Cropland",0.097167156
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,4000,2011,1,"Developed.Low.Intensity",0.005371227
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3500,2011,1,"Developed.Low.Intensity",0.006077928
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,3000,2011,1,"Developed.Low.Intensity",0.00641048
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2500,2011,1,"Developed.Low.Intensity",0.008500082
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,2000,2011,1,"Developed.Low.Intensity",0.01241549
"2011_1",2011,1,"Washington","Whitman","Colfax",3,"SW","7/5/11",427.5,356.8,678.9,354.3,46.79528333,-117.4392,0,0,0,0,0,0,0,0,0,81,6,87,18,2,20,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,224,3,227,1,1500,2011,1,"Developed.Low.Intensity",0.000920639
