site_year,Year,SiteID.x,State,County,Town,Zone,Crop,Date,cdd,cp,cdd2,cp2,Lat,Long,WDn,WLDn,TotDn,WSg,WLSg,Totsg,WRp,WlRp,TotRp,Wsa,Wlsa,TotSa,WMd,WlMd,TotMd,WRm,WlRm,TotRm,WMfc,MlMfc,TotMfc,Wse,WlSe,TotSe,WAm,WlAm,TotAm,Wri,WlRi,TotRi,TotAph.N,Nymph,TotAph,OThers,X,ringfinal,SiteID.y,Spring Wheat,Grass/Pasture/Non-Agricultural,Winter Wheat,Barley,Dry Beans,Peas,Lentils,Developed/Open Space,Shrubland,Grassland Herbaceous,Fallow/Idle Cropland,Developed/Low Intensity,Oats,Herbaceous Wetlands,Sod/Grass Seed,Deciduous Forest,Alfalfa,Pasture/Hay,Other Hay/Non Alfalfa,Developed/Med Intensity,Apples,Evergreen Forest,Developed/High Intensity,Triticale,Canola,Sweet Corn,Potatoes,Asparagus,Corn,Sugarbeets,Onions,Woody Wetlands,Grapes,Carrots,Cherries,Herbs,Flaxseed,Other Crops,Barren,Open Water,Sunflower,Rape Seed,Grassland/Pasture,Camelina,Pumpkins,Safflower,Mustard,Mixed Forest,Clover/Wildflowers,Other Tree Crops,Blueberries,Plums,Rye,Mint
2011_3,2011,3,Washington,Adams,Ritzville,6,WW,6/17/11,NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,12,2500,2011_3,0.231212908,0.010900214,0.452804323,NA,NA,NA,NA,0.014897101,0.014206922,NA,0.275978531,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_3,2011,3,Washington,Adams,Ritzville,6,WW,6/17/11,NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,13,2000,2011_3,0.388300354,0.005559397,0.297110743,NA,NA,NA,NA,0.032013677,0.006150153,NA,0.264720543,NA,NA,0.006145134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_3,2011,3,Washington,Adams,Ritzville,6,WW,6/17/11,NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,14,1500,2011_3,0.76988713,0.012251926,0.066341196,NA,NA,NA,NA,0.01498898,0,NA,0.136523736,NA,NA,7.03073E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_3,2011,3,Washington,Adams,Ritzville,6,WW,6/17/11,NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,15,1000,2011_3,0.916362913,0,0.082072737,NA,NA,NA,NA,0,0,NA,0.001564351,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_3,2011,3,Washington,Adams,Ritzville,6,WW,6/17/11,NA,NA,476.05,168.1,47.14295,-118.4674167,0,0,0,0,0,0,2,1,3,22,19,41,1,2,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,104,18,117,1,16,500,2011_3,0.990664419,0,0.009335581,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,17,4000,2011_7,0.010627447,0.419851998,0.508352291,NA,NA,NA,NA,0.012493599,0.045795536,0,0.00287913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,18,3500,2011_7,0.015398293,0.449799436,0.484674697,NA,NA,NA,NA,0.01804779,0.03192952,0,0.000150265,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,19,3000,2011_7,0.032113301,0.454623436,0.473627028,NA,NA,NA,NA,0.013087195,0.02654904,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,20,2500,2011_7,0.021759577,0.47739292,0.486810152,NA,NA,NA,NA,0.003605133,0.010432218,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,21,2000,2011_7,0.024970667,0.463345856,0.478844837,NA,NA,NA,NA,0.014158452,0.017586929,0.001093259,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,22,1500,2011_7,0.019394285,0.425867514,0.472017647,NA,NA,NA,NA,0.017231873,0.058404448,0.007084233,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,23,1000,2011_7,0.03953309,0.393494651,0.459937159,NA,NA,NA,NA,0.057539386,0.035110867,0,0,0.014384847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_7,2011,7,Washington,Walla Walla,Prescott,6,WW,6/22/11,520.5,256.6,811.2,256.6,46.23008333,-118.6185167,0,0,0,0,0,0,0,1,1,10,28,38,0,5,5,0,0,0,0,2,2,2,1,3,0,0,0,0,0,0,98,0,98,0,24,500,2011_7,0.043530906,0.331412585,0.454384575,NA,NA,NA,NA,0,0.170671934,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,25,4000,2011_9,0.278976954,0.030756459,0.397723686,0.004288585,0.196812608,0.004600984,0.071609475,0.009429973,0,NA,0.002841707,NA,NA,NA,0.002959569,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,26,3500,2011_9,0.305121201,0.012582121,0.38862432,0.003309789,0.219643499,0.017171005,0.033868051,0.016779788,0,NA,0.00013181,NA,NA,NA,0,0,0.002768417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,27,3000,2011_9,0.361511582,0.032802256,0.321369212,0,0.227265514,5.79451E-05,0.030752357,0.025601213,0,NA,0,NA,NA,NA,0,0,0.000639921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,28,2500,2011_9,0.382891477,0.029302605,0.272338231,0.002900534,0.249579208,0,0.027464712,0.033422876,0,NA,0.002100358,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,29,2000,2011_9,0.363092195,0.034115219,0.248959198,0.013478564,0.226018654,0,0.04007729,0.062221017,0,NA,0.003450444,NA,NA,NA,0,0.008587418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,30,1500,2011_9,0.298760995,0.049549741,0.181755943,0.028953458,0.284628409,0,0.131212504,0.009466515,0.008552555,NA,0,NA,NA,NA,0,0.007119879,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,31,1000,2011_9,0.354539089,0.014390345,0.208970988,0.037723035,0.16409719,0.028780691,0.180190444,0,0.000111322,NA,0,NA,NA,NA,0,0.011196896,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_9,2011,9,Washington,Whitman,Pullman,2,WW,7/14/11,406.3,460.6,673.65,422.4,46.78195,-117.0796667,0,0,0,0,0,0,2,2,4,49,132,181,6,14,20,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,428,0,428,0,32,500,2011_9,0.37230324,0,0.322149107,0.009670406,0.12144649,0,0.174430757,0,0,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,33,4000,2011_10,0.010640178,NA,0.524447906,0.002093227,NA,0.207789521,NA,0.029165513,0.018604232,0.01179851,0.113149013,0.008934668,NA,0.004847253,0,NA,0.040214753,0.016909614,0.008614898,0.002790714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,34,3500,2011_10,0.004287262,NA,0.483641977,0,NA,0.112375868,NA,0.040099394,0.035474131,0.023331304,0.177795305,0,NA,0,0.00330862,NA,0.053433361,0.062698682,0.00330862,0.000208309,3.71659E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,35,3000,2011_10,0.010802055,NA,0.597446746,0,NA,0.039489039,NA,0.059352372,0.074564744,0.039147967,0.047614787,0,NA,0,0,NA,0.019359661,0.104444766,0,0,0.007777863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,36,2500,2011_10,4.34259E-05,NA,0.942835679,0,NA,0,NA,0.028367359,0.003322781,0.00467016,0.005012949,0.014343722,NA,0,0,NA,0.000588671,0.000815253,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,37,2000,2011_10,0,NA,0.941007957,0,NA,0,NA,0.048367718,0.001972665,0,0,0.00865166,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,38,1500,2011_10,0,NA,0.943342767,0,NA,0,NA,0.051546189,0,0,0,0.005111044,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011_10,2011,10,Oregon,Umatilla,Adams,5,WW,6/22/11,358.2,351.5,631,351.4,45.77558333,-118.5432333,0,0,0,0,0,0,1,12,13,42,82,124,1,14,15,0,0,0,2,22,24,0,0,0,0,0,0,0,0,0,352,26,378,1,39,1000,2011_10,0,NA,1,0,NA,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
